2000,3,1293,858,1159
2000,3,503,440,1163
2000,4,1887,738,558
2000,4,903,937,734
2000,2,640,0,1124
2000,2,474,0,767
2000,2,517,0,843
2000,2,525,0,746
2000,3,765,882,1565
2000,3,523,382,784
2000,3,508,356,929
2000,3,651,413,930
2000,4,1198,2219,546
2000,4,865,631,448
2000,2,528,0,886
2000,2,451,0,819
2000,3,860,939,1319
2000,3,605,606,1317
2000,4,1047,588,463
2000,4,742,537,370
2000,2,455,0,743
2000,2,538,0,736
2000,2,541,0,928
2000,2,558,0,812
2000,3,540,515,835
2000,3,537,427,807
2000,3,516,412,840
2000,3,692,351,1047
2000,4,860,517,426
2000,4,828,674,440
2000,2,697,0,1052
2000,2,619,0,758
2000,3,1140,588,1165
2000,3,516,419,983
2000,4,828,626,402
2000,4,826,596,404
2000,2,483,0,686
2000,2,505,0,1036
2000,2,531,0,1065
2000,2,598,0,780
2000,3,466,349,922
2000,3,517,773,825
2000,3,503,377,841
2000,3,643,498,1462
2000,4,817,543,430
2000,4,733,513,385
2000,2,501,0,805
2000,2,443,0,724
2000,3,1221,661,1221
2000,3,523,352,1138
2000,4,737,533,412
2000,4,1024,823,504
2000,2,613,0,768
2000,2,789,0,830
2000,2,458,0,760
2000,2,693,0,946
2000,3,512,311,767
2000,3,532,288,789
2000,3,444,277,778
2000,3,489,486,1190
2000,4,786,530,406
2000,4,685,474,401
2000,2,485,0,916
2000,2,476,0,899
2000,3,681,503,1114
2000,3,460,317,1173
2000,4,744,756,451
2000,4,758,575,398
2000,2,484,0,828
2000,2,472,0,924
2000,2,516,0,824
2000,2,445,0,761
2000,3,533,487,1089
2000,3,840,422,1487
2000,3,482,376,967
2000,3,445,333,824
2000,4,831,570,409
2000,4,782,594,411
2000,2,470,0,762
2000,2,524,0,925
2000,3,638,571,1080
2000,3,456,370,1164
2000,4,738,571,427
2000,4,699,637,399
2000,2,560,0,1057
2000,2,433,0,765
2000,2,546,0,1044
2000,2,551,0,738
2000,3,450,294,790
2000,3,584,471,1395
2000,3,443,287,787
2000,3,476,402,1092
2000,4,814,505,422
2000,4,809,563,371
2000,2,442,0,715
2000,2,608,0,968
2000,3,894,631,1418
2000,3,626,518,1196
2000,4,1138,994,786
2000,4,1256,756,464
2000,2,437,0,987
2000,2,467,0,767
2000,2,467,0,731
2000,2,424,0,792
2000,3,426,343,1192
2000,3,478,291,1041
2000,3,428,310,927
2000,3,407,358,846
2000,4,782,562,417
2000,4,810,672,482
2000,2,495,0,921
2000,2,435,0,1038
2000,3,769,732,1608
2000,3,561,359,1073
2000,4,946,777,671
2000,4,830,678,430
2000,2,542,0,810
2000,2,538,0,776
2000,2,572,0,871
2000,2,567,0,848
2000,3,441,287,793
2000,3,464,324,819
2000,3,473,337,850
2000,3,634,433,1033
2000,4,772,557,395
2000,4,847,743,552
2000,2,582,0,794
2000,2,578,0,706
2000,3,765,684,1351
2000,3,495,374,1147
2000,4,911,611,567
2000,4,777,518,402
2000,2,462,0,981
2000,2,483,0,947
2000,2,415,0,1039
2000,2,567,0,880
2000,3,403,309,882
2000,3,891,530,973
2000,3,423,344,787
2000,3,497,315,1061
2000,4,804,572,439
2000,4,1100,642,413
2000,2,585,0,815
2000,2,532,0,768
2000,3,752,385,1187
2000,3,469,318,997
2000,4,1069,682,522
2000,4,869,520,418
2000,2,400,0,876
2000,2,512,0,835
2000,2,579,0,904
2000,2,447,0,833
2000,3,595,352,942
2000,3,459,309,786
2000,3,453,335,1056
2000,3,483,302,1064
2000,4,856,595,408
2000,4,1255,693,462
2000,2,491,0,1074
2000,2,479,0,830
2000,3,671,474,1059
2000,3,577,572,1313
2000,4,845,602,402
2000,4,846,641,447
2000,2,964,0,850
2000,2,504,0,774
2000,2,471,0,942
2000,2,475,0,1043
2000,3,466,346,1281
2000,3,469,341,826
2000,3,619,403,892
2000,3,625,482,951
2000,4,47801,1850,519
2000,3,1377,972,1397
2000,1,3,0,805
2000,1,8,0,1126
2000,1,2,0,849
2000,1,2,0,974
2000,1,2,0,965
2000,1,2,0,839
2000,3,4252,501,1374
2000,3,553,693,1507
2000,4,1335,821,569
2000,4,969,768,540
2000,2,810,0,1051
2000,2,555,0,1436
2000,2,487,0,866
2000,2,441,0,760
2000,3,484,308,783
2000,3,467,375,1118
2000,3,425,317,789
2000,3,463,302,807
2000,4,691,513,406
2000,4,707,499,376
2000,2,539,0,915
2000,2,421,0,988
2000,3,507,398,852
2000,3,496,309,850
2000,4,861,698,578
2000,4,917,682,466
2000,2,427,0,780
2000,2,447,0,1016
2000,2,414,0,693
2000,3,536,345,763
2000,3,441,375,784
2000,3,457,298,1033
2000,4,827,515,421
2000,4,958,554,410
2000,2,444,0,1065
2000,2,437,0,722
2000,1,2,0,1034
2000,1,3,0,1173
2000,1,2,0,692
2000,1,3,0,906
2000,1,2,0,688
2000,1,1,0,969
2000,3,522,379,808
2000,3,618,301,1130
2000,4,766,594,433
2000,4,769,715,409
2000,2,545,0,889
2000,2,493,0,836
2000,2,454,0,708
2000,2,449,0,799
2000,3,618,391,875
2000,3,440,372,1052
2000,3,456,367,1205
2000,3,523,340,806
2000,4,885,710,496
2000,4,782,580,411
2000,2,606,0,920
2000,2,510,0,962
2000,3,488,428,902
2000,3,441,394,849
2000,4,723,509,357
2000,4,793,626,500
2000,2,622,0,980
2000,2,483,0,847
2000,2,520,0,799
2000,3,421,340,1072
2000,3,497,370,896
2000,3,448,297,757
2000,4,854,580,408
2000,4,867,574,420
2000,2,430,0,702
2000,2,434,0,859
2000,3,600,296,1057
2000,3,439,281,804
2000,3,445,379,1130
2000,3,529,433,910
2000,4,861,643,407
2000,4,885,577,412
2000,2,602,0,871
2000,2,516,0,1051
2000,3,525,270,786
2000,3,479,323,933
2000,4,724,490,377
2000,4,765,559,371
2000,2,534,0,976
2000,2,479,0,711
2000,2,518,0,916
2000,2,461,0,717
2000,3,480,374,813
2000,3,491,392,1061
2000,3,654,360,967
2000,3,535,365,991
2000,4,914,601,430
2000,4,707,554,353
2000,2,609,0,792
2000,2,441,0,744
2000,3,442,283,870
2000,3,688,555,1212
2000,4,850,591,403
2000,4,959,593,389
2000,2,614,0,807
2000,2,478,0,997
2000,2,474,0,715
2000,2,421,0,658
2000,1,2,0,642
2000,1,2,0,724
2000,1,1,0,1022
2000,1,2,0,836
2000,3,509,346,775
2000,3,528,466,909
2000,3,474,454,890
2000,4,790,619,504
2000,4,768,569,393
2000,2,746,0,813
2000,2,534,0,723
2000,3,524,354,870
2000,3,441,286,951
2000,4,865,579,458
2000,4,977,778,499
2000,2,411,0,706
2000,2,511,0,786
2000,2,423,0,890
2000,3,798,441,913
2000,3,456,303,810
2000,3,462,275,1105
2000,4,866,694,451
2000,4,1019,737,530
2000,2,444,0,730
2000,2,529,0,697
2000,3,565,350,922
2000,3,535,381,965
2000,4,1105,662,509
2000,4,872,670,422
2000,2,449,0,1068
2000,2,494,0,958
2000,2,488,0,842
2000,1,2,0,742
2000,1,1,0,705
2000,1,2,0,872
2000,1,2,0,698
2000,1,2,0,850
2000,1,1,0,954
2000,1,2,0,723
2000,1,3,0,762
2000,1,3,0,1147
2000,1,1,0,659
2000,3,481,381,890
2000,3,483,332,1045
2000,4,781,675,540
2000,4,2080,664,594
2000,2,632,0,1045
2000,2,539,0,971
2000,2,458,0,790
2000,2,514,0,685
2000,3,474,323,1040
2000,3,454,280,1003
2000,3,392,288,738
2000,3,502,290,1034
2000,4,823,505,362
2000,4,691,506,358
2000,2,468,0,713
2000,2,474,0,969
2000,3,472,418,987
2000,3,451,306,829
2000,4,1130,1203,743
2000,4,993,618,457
2000,2,538,0,746
2000,2,498,0,827
2000,2,495,0,1048
2000,3,409,307,735
2000,3,443,301,980
2000,3,448,295,883
2000,4,781,552,403
2000,4,799,488,393
2000,2,456,0,981
2000,2,420,0,859
2000,1,2,0,680
2000,1,2,0,766
2000,1,2,0,827
2000,1,2,0,715
2000,1,1,0,976
2000,1,4,0,830
2000,3,600,321,1156
2000,3,870,360,951
2000,4,763,505,368
2000,4,948,652,413
2000,2,597,0,1006
2000,2,490,0,958
2000,2,520,0,1331
2000,2,455,0,807
2000,3,444,291,1157
2000,3,532,511,874
2000,3,583,406,848
2000,3,494,385,1205
2000,4,801,518,372
2000,4,713,512,360
2000,2,517,0,848
2000,2,440,0,950
2000,3,544,290,778
2000,3,516,337,1103
2000,4,786,521,359
2000,4,998,703,383
2000,2,722,0,820
2000,2,655,0,1079
2000,2,506,0,783
2000,3,449,312,1015
2000,3,476,291,1011
2000,3,463,339,809
2000,4,770,537,367
2000,4,726,470,360
2000,2,543,0,1032
2000,2,577,0,699
2000,3,453,280,1018
2000,3,424,283,853
2000,3,431,282,797
2000,3,525,421,1130
2000,4,927,782,422
2000,4,718,745,453
2000,2,462,0,667
2000,2,469,0,939
2000,3,440,296,929
2000,3,478,278,1150
2000,4,725,493,388
2000,4,901,645,477
2000,2,527,0,1013
2000,2,438,0,1273
2000,2,529,0,848
2000,2,445,0,756
2000,3,484,370,921
2000,3,442,291,735
